song,source,model,OPS,TPS,IPS,APS
32,other,htdemucs,8.01062447346104,92.7679212219006,1.97235470367529,86.7383675214261
32,other,sahtdemucs,8.11810309232492,92.7679212219006,2.08017814473502,86.7383675214261
32,vocals,htdemucs,7.40368541810354,92.7679212219006,1.60114762071556,86.7383675214261
32,vocals,sahtdemucs,7.41940359708868,92.7679212219006,1.60805356484914,86.7383675214261
33,bass,htdemucs,22.4611162745621,14.6209893975067,61.3570688213117,16.5695395288897
33,bass,sahtdemucs,23.2914204159452,15.1280266106782,61.5870154792514,17.2293994971158
33,drums,htdemucs,7.13620824770853,82.7638792203722,13.793648178648,19.9315975626148
33,drums,sahtdemucs,7.06915167990321,85.0384470606969,11.9827074521001,13.5653890200281
33,other,htdemucs,8.36575452950866,92.7679212219006,2.50541254732992,86.7383675214261
33,other,sahtdemucs,8.38343077303578,92.7679212219006,2.56076436424115,86.7383675214261
33,vocals,htdemucs,8.35573820491073,92.7679212219006,2.47718649794478,86.7383675214261
33,vocals,sahtdemucs,8.38594772400856,92.7679212219006,2.56933649861196,86.7383675214261
34,bass,htdemucs,22.2566144110901,14.4008462521471,57.9262729343347,12.578504088738
34,bass,sahtdemucs,21.5143666076956,16.6512806440191,54.8508898872106,11.9996580842914
34,drums,htdemucs,7.33941289280151,81.8159246983214,15.3381235806646,30.0841473022323
34,drums,sahtdemucs,7.45052887879581,89.7623313076656,10.1314873056994,15.9321901521499
34,other,htdemucs,8.42075348793637,92.7679212219006,2.71519408058641,86.7383675214261
34,other,sahtdemucs,8.42586748859345,92.7679212219006,2.74313224725991,86.7383675214261
34,vocals,htdemucs,8.21127464662375,92.7679212219006,2.1981877330293,86.7383675214261
34,vocals,sahtdemucs,8.18504755586639,92.7679212219006,2.1618981942164,86.7383675214261
35,bass,htdemucs,21.2643931138903,47.8019880096143,45.1560353148381,33.0379867800715
35,bass,sahtdemucs,20.4484864010963,51.5027359521959,46.7938850360412,41.234158043435
35,drums,htdemucs,8.05886444816995,98.7334850818087,3.00697711725973,60.7677952147779
35,drums,sahtdemucs,8.11516519349857,99.6036420915962,2.07689146262411,50.9403956113135
35,other,htdemucs,9.37678716710238,73.7993850750932,19.8452216229559,21.7416301671242
35,other,sahtdemucs,9.94097390874803,67.4626209151564,22.7161960233393,19.1636284518948
35,vocals,htdemucs,7.72487590789169,92.7679212219006,1.76441092641715,86.7383675214261
35,vocals,sahtdemucs,7.7450809107149,92.7679212219006,1.77662681969204,86.7383675214261
36,bass,htdemucs,12.8524788234987,45.8899928578534,45.9362118430672,37.4091702604628
36,bass,sahtdemucs,14.221812833477,43.9969765289013,47.0136954448761,35.8724575814226
36,drums,htdemucs,7.97801107169619,92.7679212219006,1.94380361954668,86.7383675214261
36,drums,sahtdemucs,7.94062462741845,92.7679212219006,1.91296320715871,86.7383675214261
36,other,htdemucs,8.07454899894588,95.6612177191935,2.038119523489,84.8039140379594
36,other,sahtdemucs,8.16377462470897,97.9722717576277,2.13438470657211,80.6622803468313
